student_id,age,gender,state,family_income,high_school_gpa,sat_score,act_score,attendance_rate,ap_courses,extracurricular_count,volunteer_hours,leadership_positions,coding_projects,social_media_hours,online_certifications,essay_score,recommendation_score,interview_score,admission_status
622958,17,Male,Washington,16269,2.72,790,29,99.6,1,2,145,1,3,5.0,3,79.2,81.3,92.9,0
17925,19,Male,California,113293,3.68,1220,33,96.6,5,5,42,0,1,3.2,7,63.1,75.9,90.7,1
358173,16,Male,Illinois,35149,2.75,650,27,99.6,3,4,171,2,3,6.6,3,56.7,63.4,91.0,1
302464,21,Male,California,46787,2.18,1257,26,100.0,4,3,65,2,2,5.1,1,69.6,57.5,85.8,0
720771,19,Male,Florida,105795,3.49,1028,15,91.6,5,3,121,2,2,7.0,4,68.9,80.8,70.4,1
400496,19,Male,New York,54204,3.59,1262,21,90.9,2,2,135,4,1,6.0,0,76.5,74.3,76.2,1
585798,19,Female,Virginia,60194,3.2,1213,17,99.3,2,7,115,1,4,3.6,3,75.7,71.0,71.5,1
192056,22,Male,Georgia,129402,2.86,1098,23,84.9,4,4,155,3,1,5.9,2,63.9,68.5,62.2,1
335698,22,Male,Illinois,109555,3.36,1039,20,73.9,2,4,48,0,2,5.8,2,73.5,77.8,100.0,1
883623,22,Male,Illinois,38126,3.57,1109,35,91.0,3,4,168,1,1,3.0,1,95.1,73.7,80.6,1
405931,22,Male,Illinois,56121,3.41,1241,21,78.3,4,1,57,2,5,4.1,1,85.7,74.1,49.9,1
960241,19,Male,North Carolina,124518,1.68,961,22,87.9,3,3,106,2,0,6.5,3,65.9,69.5,79.0,0
123616,21,Female,Ohio,222305,3.2,736,23,87.3,3,2,83,0,1,1.4,2,77.5,90.4,62.5,1
146980,21,Female,North Carolina,82097,2.15,1445,17,92.7,8,4,17,1,2,3.9,3,94.3,71.4,79.7,1
178841,16,Male,Ohio,109016,3.48,1085,24,93.6,3,4,180,1,1,2.8,0,77.3,64.3,58.7,1
164864,20,Female,Texas,44957,3.73,1201,31,87.1,2,3,73,1,1,3.4,3,86.0,58.2,89.0,1
592676,21,Female,Texas,45910,2.25,1000,23,91.2,4,3,148,0,3,4.8,0,57.8,75.6,45.9,1
75432,17,Male,Ohio,63466,3.59,1268,19,91.0,3,0,151,2,4,10.6,2,56.3,79.5,58.7,1
342993,17,Male,Illinois,89775,3.32,1158,32,83.7,2,5,59,2,0,3.8,2,90.9,83.0,84.9,1
855005,22,Male,California,36115,3.73,758,26,100.0,6,2,34,1,0,4.8,1,53.4,84.1,68.5,1
394863,21,Male,Florida,27397,3.95,1115,27,100.0,1,5,95,0,1,4.2,6,70.6,83.6,71.6,1
406290,19,Female,Texas,102300,3.22,1330,34,92.8,3,3,105,0,2,2.7,1,82.6,76.1,88.1,1
840338,21,Male,Virginia,68689,2.3,1078,34,100.0,3,8,75,0,3,3.1,3,75.9,81.1,75.8,1
449561,20,Female,Illinois,83365,3.02,1146,21,97.6,2,2,61,1,3,0.3,1,75.3,80.9,76.4,1
135316,18,Male,Ohio,111903,2.63,1001,29,92.2,2,9,122,1,3,5.6,1,75.5,71.0,71.9,1
205416,21,Male,North Carolina,80606,2.08,1168,31,88.6,6,0,132,3,1,2.0,1,69.2,92.2,64.6,1
263796,22,Male,North Carolina,22665,3.45,1404,20,87.9,8,4,112,0,1,5.2,4,92.6,79.7,36.9,1
796282,16,Male,New York,28083,3.26,1571,28,100.0,6,4,78,2,1,4.3,0,69.6,67.3,57.4,1
280888,17,Female,Georgia,27756,2.67,1212,21,85.0,3,1,157,2,1,5.6,2,77.5,76.4,60.9,0
146902,21,Male,Washington,30672,3.79,1052,31,97.4,3,2,180,0,2,3.4,3,73.6,69.7,62.4,1
962349,16,Female,Washington,77756,2.53,1600,19,93.0,3,4,150,0,2,2.4,2,86.3,84.4,78.0,1
558969,16,Male,Ohio,118140,2.85,1192,18,99.3,5,2,65,2,2,5.5,1,71.5,71.1,65.7,1
774367,19,Female,California,43818,4.0,1073,30,98.0,2,6,36,0,4,4.5,2,68.3,72.9,51.5,1
138632,20,Female,Illinois,72030,2.8,948,24,93.4,4,7,55,1,3,2.0,0,78.8,95.3,62.9,1
726541,18,Male,Virginia,79872,3.35,1009,18,94.4,2,4,108,2,3,1.1,1,81.3,82.3,98.4,1
763814,16,Female,North Carolina,71625,3.64,842,31,88.4,2,4,96,0,1,2.3,0,66.5,76.7,71.4,1
74330,21,Female,Illinois,39372,3.08,893,23,88.7,3,6,38,2,1,5.8,0,57.1,64.8,75.1,0
865194,18,Male,North Carolina,35994,2.89,985,16,90.1,6,3,48,2,4,3.6,4,68.8,68.1,92.0,1
973410,17,Male,Ohio,128476,3.93,1497,36,92.6,3,5,73,4,1,5.9,2,80.7,86.8,73.7,1
76712,17,Male,Virginia,47594,2.95,961,32,84.8,0,4,109,2,2,6.5,2,67.0,67.4,62.4,1
989055,20,Female,Virginia,43731,3.93,945,17,89.3,1,9,81,2,1,5.1,1,74.7,59.3,57.9,1
264031,17,Female,Texas,53117,3.62,1447,27,81.1,3,5,117,3,1,6.9,2,52.1,75.6,60.4,1
468855,19,Female,New York,50433,3.19,833,24,93.5,4,5,70,1,2,6.2,3,78.7,79.2,82.6,1
379433,21,Female,California,40187,3.59,997,21,90.9,2,2,100,0,0,3.3,4,67.3,81.3,90.0,1
931624,17,Male,Washington,101007,2.44,1355,16,96.3,0,4,130,1,1,2.9,3,86.6,81.9,79.5,1
297367,21,Female,Virginia,47672,2.33,810,27,93.3,3,4,186,0,2,6.5,4,70.3,75.0,51.7,0
545299,21,Female,California,38484,3.33,1416,32,92.4,0,4,171,0,4,5.9,2,82.8,72.0,66.4,1
345313,17,Female,Virginia,107825,2.45,1106,36,100.0,1,4,157,3,1,4.5,1,56.1,74.8,83.9,1
713816,20,Female,California,173860,3.69,985,20,100.0,3,8,60,1,2,3.6,0,79.4,78.0,70.7,1
723702,17,Male,New York,132959,2.7,1309,36,94.6,2,1,43,1,1,4.4,0,77.5,68.4,69.5,1
891023,21,Female,North Carolina,42932,1.85,972,16,86.7,3,5,79,0,3,8.4,0,64.7,90.5,52.5,0
429790,21,Male,Illinois,70462,3.79,1269,21,95.0,2,2,187,1,7,5.3,0,74.1,80.9,74.1,1
839499,18,Female,North Carolina,59967,2.89,900,21,89.8,5,3,79,1,3,5.2,3,91.1,67.9,74.3,0
877964,16,Female,Georgia,58238,3.45,1152,23,95.0,1,1,197,4,3,8.1,3,66.0,81.5,81.9,1
526195,22,Male,Florida,35195,2.87,865,11,100.0,3,2,55,1,2,6.8,0,92.8,84.1,64.2,1
634239,20,Female,Ohio,28974,3.49,965,26,95.1,2,3,108,2,0,5.5,0,71.3,81.1,48.7,1
16961,16,Female,California,219301,2.59,960,23,96.4,1,10,215,2,3,2.4,2,69.8,68.0,81.3,1
837595,21,Female,Washington,40417,2.58,880,21,83.1,4,1,34,2,2,2.4,2,65.3,85.1,69.7,1
419401,22,Female,Georgia,97536,3.09,1095,29,85.8,1,2,36,1,3,3.2,2,82.8,60.7,93.8,1
580957,17,Female,North Carolina,79157,2.47,1591,18,91.7,1,4,35,1,0,5.8,3,92.5,79.1,65.5,1
246300,19,Male,California,78211,3.57,650,26,88.0,0,4,80,3,1,5.1,4,63.0,76.7,61.6,1
904466,17,Male,Ohio,46536,2.65,984,29,94.6,4,5,42,1,1,6.2,2,68.3,83.7,77.6,0
550446,22,Female,Florida,96001,3.53,839,26,99.9,6,3,233,0,1,2.0,2,55.2,71.9,66.7,1
957050,18,Male,Georgia,39151,2.8,1191,15,89.6,2,1,134,0,1,4.2,0,89.3,92.7,52.5,0
396957,20,Female,Georgia,36099,3.16,677,15,94.2,3,3,194,0,3,1.8,0,88.4,69.0,60.7,0
940908,16,Male,Virginia,57812,3.64,941,25,91.8,5,0,150,2,2,3.7,7,47.9,76.3,44.8,1
668711,17,Male,North Carolina,71323,2.62,1309,25,99.4,3,6,29,1,2,6.0,0,61.0,80.8,70.5,1
301219,21,Female,California,81367,3.22,986,30,93.8,5,1,151,2,2,1.4,1,81.6,81.2,59.9,1
930588,18,Male,New York,77622,2.67,1566,19,90.0,3,3,79,0,0,5.7,4,83.1,49.7,88.3,1
362650,16,Male,Texas,16885,3.44,844,19,86.6,3,6,122,2,2,5.4,4,58.8,82.1,71.9,1
341198,22,Female,California,101351,3.32,1425,28,100.0,6,5,196,1,2,4.4,5,71.0,82.9,100.0,1
561575,20,Male,Virginia,32232,3.78,1072,10,89.4,4,4,116,1,2,5.7,2,67.1,71.3,37.6,1
285662,16,Male,Florida,32408,2.88,1223,26,89.9,4,3,46,2,4,5.8,4,82.7,81.7,82.2,1
25467,19,Male,Virginia,52298,2.54,1037,22,81.0,5,10,90,1,4,3.9,2,64.7,80.1,46.0,0
64359,18,Male,Georgia,63446,2.27,1315,14,100.0,4,5,48,2,0,3.8,0,92.8,75.4,62.8,0
65143,16,Male,North Carolina,48197,3.08,1121,17,95.8,5,2,144,1,6,4.4,0,64.7,63.9,91.6,1
202011,18,Female,California,112154,3.47,1238,28,94.2,2,4,96,4,2,4.4,0,77.3,61.2,80.3,1
335417,22,Female,Texas,138487,3.47,1023,26,93.5,3,4,100,0,2,6.2,0,82.2,79.4,76.6,1
324135,16,Male,Texas,41833,2.63,1459,26,94.1,3,0,97,0,2,4.1,3,69.0,85.9,71.3,1
640659,16,Male,Texas,46990,3.99,847,24,91.9,7,2,180,0,1,4.6,2,91.4,63.8,81.2,1
785045,21,Female,Virginia,243695,4.0,1232,17,96.5,2,5,217,4,2,5.9,4,81.4,83.2,81.4,1
345241,16,Female,Washington,101578,4.0,1097,26,88.4,5,5,55,1,0,4.4,2,76.6,65.8,47.6,1
513014,18,Male,Georgia,158798,3.24,952,23,85.9,2,6,57,0,2,6.9,0,77.6,64.0,56.0,0
299515,17,Female,California,44499,4.0,979,21,95.6,2,4,89,0,2,5.6,1,70.4,78.2,86.3,1
402729,21,Female,Washington,112530,3.92,1006,27,82.5,3,4,87,2,1,2.9,1,78.1,59.7,70.5,1
174993,21,Male,Ohio,111762,2.82,1104,32,100.0,3,1,169,1,8,2.6,4,85.2,88.8,67.6,1
750930,21,Female,New York,63016,3.6,1168,26,100.0,2,4,119,2,4,4.1,1,66.7,59.1,68.2,1
627223,17,Female,Georgia,24131,3.5,1289,20,100.0,2,2,81,3,3,3.7,1,58.8,85.6,87.0,1
666691,17,Female,Virginia,35765,2.53,837,21,87.7,6,6,66,2,1,1.2,3,92.0,75.6,47.3,0
933651,21,Male,New York,52103,3.72,989,19,88.6,4,3,110,2,1,3.1,0,77.2,61.9,63.4,1
834694,20,Male,North Carolina,68166,4.0,1475,24,93.9,2,8,130,2,4,8.4,1,86.4,64.0,55.1,1
592009,20,Male,New York,52831,2.84,1219,36,82.2,0,7,291,1,4,4.3,4,60.2,61.9,86.3,1
534932,16,Male,Florida,63240,3.47,1056,22,83.3,3,4,137,0,3,3.8,1,85.7,85.5,61.5,1
318399,20,Female,California,33860,3.18,1597,19,97.1,3,4,62,0,1,4.5,5,72.4,88.9,72.3,1
340362,18,Female,North Carolina,51144,2.8,1006,24,100.0,2,2,245,0,2,2.9,2,65.7,64.8,94.2,1
473544,18,Male,California,50394,3.73,1091,23,95.6,6,3,54,1,5,7.8,3,66.7,85.6,72.9,1
495212,16,Male,Virginia,58394,2.44,1203,33,74.9,6,4,78,2,0,7.0,3,76.2,71.9,84.7,1
960228,22,Female,Florida,77068,3.37,1396,31,89.9,1,4,11,2,0,7.4,0,100.0,62.1,45.6,1
755362,19,Female,Washington,20789,4.0,1036,21,95.1,1,6,185,4,1,4.3,2,62.5,81.7,70.9,1
555974,18,Female,Florida,89803,3.14,771,22,90.6,1,7,72,1,1,6.1,1,85.2,79.3,41.4,1
955520,19,Female,Georgia,42192,3.93,1600,19,84.7,3,5,102,0,6,2.9,2,54.9,72.7,70.6,1
501516,20,Female,Florida,36616,2.87,1207,25,88.2,3,1,25,1,3,4.0,2,60.7,89.9,57.5,1
894525,20,Female,Florida,66304,3.04,1285,14,95.0,2,5,60,2,2,3.7,3,80.2,76.0,85.2,1
162426,16,Male,Georgia,19467,4.0,932,22,94.7,2,0,76,1,0,5.2,5,69.3,79.1,81.9,1
947438,21,Female,Virginia,59773,3.16,916,36,94.1,2,3,82,2,2,4.5,3,87.1,80.2,76.5,1
251613,18,Female,Washington,16919,2.78,1177,23,85.2,6,4,130,0,2,1.7,0,54.1,72.9,66.1,1
473388,21,Male,North Carolina,78116,4.0,1064,28,87.3,4,4,102,1,5,3.5,2,61.5,82.5,82.9,1
383697,17,Male,New York,48130,3.67,1600,31,79.5,2,3,105,1,0,6.4,4,74.2,67.1,84.1,1
438185,17,Female,North Carolina,172431,2.63,851,27,86.5,4,5,113,0,4,5.0,3,88.4,81.7,77.3,1
65169,17,Male,Illinois,26069,3.96,902,31,84.8,1,6,90,0,3,1.7,1,77.8,65.5,59.4,1
717770,17,Male,California,38912,2.98,954,24,85.2,3,4,66,1,1,3.0,4,76.5,79.9,97.7,1
256673,22,Male,Georgia,98058,2.99,992,18,92.6,2,5,132,3,4,4.7,0,80.5,91.5,33.3,1
89281,21,Male,Texas,68166,3.47,942,14,88.9,2,3,85,1,1,8.1,1,69.9,81.5,68.1,1
177670,20,Male,California,112964,2.94,984,19,92.7,0,7,65,2,0,6.5,2,55.0,100.0,53.6,1
695968,22,Female,Florida,85145,3.55,1250,24,80.3,4,5,79,1,0,4.5,4,72.0,76.7,87.4,1
399608,19,Female,New York,46970,2.85,1150,26,98.1,2,3,98,2,3,4.3,0,67.9,83.6,89.4,1
14048,16,Male,Washington,32297,3.39,1156,15,93.2,4,0,52,2,0,5.9,3,69.6,96.1,53.8,1
436837,19,Female,New York,90437,2.63,1201,14,100.0,2,3,120,1,4,2.5,1,63.0,83.0,55.3,1
827404,18,Male,New York,99836,3.12,1237,21,94.7,3,2,119,1,4,1.9,3,84.6,97.4,68.4,1
15229,19,Female,California,55170,3.15,1111,15,89.4,3,2,59,1,3,3.4,2,73.2,77.8,76.4,1
96193,18,Male,California,38020,3.62,1322,21,94.4,3,7,83,3,4,3.6,4,79.4,90.2,78.4,1
62676,22,Female,Florida,143982,3.22,917,22,100.0,3,8,150,6,1,2.5,0,99.3,81.0,100.0,1
439805,19,Male,Ohio,203877,2.36,1121,18,93.4,0,3,58,1,2,5.3,0,73.5,88.0,88.8,1
799846,16,Male,Washington,73026,2.72,1057,23,87.4,12,0,109,3,1,6.2,4,61.0,91.2,73.9,1
321513,20,Female,New York,42264,2.75,1144,22,91.9,6,3,132,2,3,4.2,3,78.5,80.7,68.7,1
362200,19,Female,California,76248,1.71,1259,18,88.8,5,3,89,2,2,3.1,4,85.1,74.1,74.0,1
611049,18,Male,Washington,81545,2.43,1421,24,95.8,6,5,31,3,2,3.5,3,83.5,91.0,82.8,1
239828,17,Male,Virginia,69579,4.0,952,15,100.0,1,9,74,1,2,4.8,2,80.3,87.8,52.7,1
280304,18,Male,Florida,159795,3.88,828,26,98.6,4,4,82,1,0,6.6,1,65.4,80.3,74.5,1
610453,21,Female,Virginia,71388,3.47,1190,19,100.0,4,4,44,1,2,5.0,1,67.8,94.2,66.2,1
518645,19,Male,California,26581,3.79,985,20,100.0,6,9,98,3,3,6.5,4,76.8,91.8,88.2,1
71700,18,Female,Ohio,27502,2.16,1183,36,82.9,4,1,46,1,2,7.1,3,85.6,77.5,69.2,0
716670,19,Female,New York,101468,3.16,1266,25,98.5,3,0,62,1,1,4.4,2,63.3,75.3,83.7,1
758672,21,Other,Georgia,76143,3.21,998,21,100.0,5,0,60,0,1,8.1,2,73.1,93.2,53.3,1
993062,19,Female,California,149201,2.7,1272,26,87.0,0,7,46,4,2,5.7,1,94.6,72.8,96.5,1
692229,22,Female,Texas,19520,3.75,1031,14,82.7,5,4,108,2,5,2.6,3,72.3,89.3,79.2,1
713381,17,Female,Ohio,54659,2.63,803,18,92.7,5,6,105,1,1,1.0,2,71.1,88.8,53.7,0
174552,22,Female,Washington,155205,2.88,1161,21,88.4,1,6,142,3,1,4.1,4,81.4,89.8,67.5,1
905777,18,Male,Illinois,31398,3.26,1349,19,90.0,2,6,139,2,2,5.1,1,88.4,70.7,68.1,1
458855,17,Female,Illinois,180621,2.64,1003,29,86.6,2,3,173,2,5,3.4,1,85.4,93.3,69.8,0
886861,22,Female,Texas,28419,3.71,803,29,89.7,4,5,169,1,4,0.7,3,76.6,72.7,82.6,1
984226,20,Female,Florida,49392,3.4,1306,16,89.4,3,7,103,0,5,5.7,2,85.5,74.7,78.0,1
286434,16,Female,Texas,42438,3.73,1028,28,98.8,4,6,44,1,3,5.1,4,96.4,67.0,87.4,1
779905,21,Female,California,112518,3.89,1180,23,100.0,3,3,51,0,0,5.0,0,97.0,66.7,100.0,1
705874,18,Female,California,67574,2.75,1087,31,91.2,4,3,35,0,1,7.2,2,89.1,84.4,80.4,1
228718,18,Male,Washington,141823,3.84,717,16,89.8,1,3,102,2,0,1.5,2,90.5,93.8,63.6,1
444747,18,Female,Texas,67918,2.89,939,22,91.7,1,6,51,2,1,2.7,0,74.5,91.5,57.6,1
817788,20,Male,Texas,62527,2.82,1230,31,92.7,2,6,98,1,2,3.1,2,94.3,93.0,53.0,1
867208,16,Male,Georgia,64213,3.36,1334,24,96.9,4,9,129,3,1,5.2,3,82.3,71.8,67.3,1
176386,16,Male,Ohio,36488,2.81,1031,17,94.9,2,8,81,1,1,2.2,1,70.9,59.6,57.2,1
66012,18,Male,Washington,34838,2.54,1003,27,94.8,3,4,148,1,1,5.0,0,75.4,65.5,76.2,0
159518,20,Male,New York,27483,3.04,808,28,79.8,7,4,127,2,4,4.9,5,61.9,87.9,88.9,1
878643,20,Female,Texas,74576,3.37,1399,25,86.7,1,2,206,1,2,5.6,3,58.1,96.3,84.9,1
485667,17,Male,New York,70699,3.74,965,19,86.9,3,4,164,2,5,5.0,2,93.8,79.9,54.5,1
905877,17,Male,Georgia,42611,2.01,1303,23,98.9,2,7,174,1,3,3.5,0,64.6,62.5,78.4,0
254996,16,Male,Texas,37966,3.19,1050,17,100.0,3,5,116,4,3,4.1,1,72.9,66.2,75.2,1
610601,21,Male,Florida,38222,3.45,693,16,84.1,5,2,109,2,0,3.1,2,87.0,90.4,64.3,1
895904,20,Male,Florida,50231,3.27,791,23,92.2,5,5,112,1,0,3.9,1,69.3,67.8,81.0,1
535400,17,Male,California,161611,2.41,1237,31,96.7,5,3,103,1,1,0.9,1,75.2,64.9,60.7,0
75188,21,Female,Illinois,30090,3.39,1054,22,92.5,5,4,80,1,1,3.9,3,82.1,77.6,53.4,1
411769,22,Male,Washington,96362,1.87,1004,9,84.0,2,7,132,1,1,2.2,6,79.0,87.7,94.8,0
609902,18,Male,Georgia,69629,2.96,1078,20,99.6,4,1,42,2,0,4.7,3,71.1,86.3,83.7,1
664133,16,Male,Florida,37095,3.59,734,14,95.2,3,6,165,2,1,3.3,1,66.8,66.7,73.5,1
149665,17,Female,Illinois,17651,2.98,1023,17,78.8,3,5,139,0,0,5.1,0,89.0,77.4,73.4,0
446437,19,Female,Florida,57422,3.42,1100,18,82.1,2,2,62,1,0,2.1,1,77.1,68.7,57.1,1
51723,19,Female,Virginia,143875,2.53,983,35,91.3,2,2,134,0,2,3.0,5,77.2,73.4,73.5,0
541553,19,Male,Washington,28774,3.4,912,15,86.2,4,6,117,1,1,4.5,3,57.1,71.7,53.5,1
37868,20,Male,California,47919,2.6,1128,21,82.7,5,3,99,3,4,4.0,1,65.2,90.3,49.0,1
304723,21,Male,Washington,46585,3.49,1296,27,91.4,4,0,106,1,2,4.2,2,80.7,82.1,54.9,1
507467,17,Male,North Carolina,50613,3.24,918,24,89.2,4,1,130,3,1,2.4,2,68.0,73.8,75.6,1
712317,20,Male,North Carolina,39754,3.09,864,30,86.2,0,5,111,1,1,2.9,2,71.7,90.9,44.0,1
307404,17,Female,Washington,37920,2.76,812,36,88.8,7,6,154,1,0,3.5,1,81.3,80.3,73.8,1
446122,16,Female,Ohio,77357,3.49,1388,16,92.1,2,7,73,2,2,3.7,2,67.9,100.0,64.9,1
991887,19,Female,Texas,53259,3.66,919,24,80.2,2,6,205,0,1,4.4,3,85.6,82.4,67.3,1
621396,16,Female,California,46102,2.83,924,24,89.8,2,5,171,0,0,6.7,0,68.9,92.3,78.1,1
309873,22,Female,Texas,66314,3.53,1352,31,90.0,3,4,65,1,2,3.6,1,81.4,84.4,79.2,1
720131,19,Male,Ohio,75245,3.62,1210,29,94.5,2,4,37,0,2,7.8,2,58.9,67.8,86.6,1
912722,20,Male,Illinois,64321,2.48,1035,19,95.4,3,1,62,0,1,6.8,0,75.9,73.3,59.4,1
924085,19,Male,New York,38164,4.0,756,25,97.0,4,3,99,2,3,5.0,1,75.8,74.5,63.5,1
558984,22,Male,Ohio,46721,2.94,803,28,90.2,1,9,294,1,3,7.2,0,63.7,70.9,89.1,1
921594,17,Female,Illinois,36119,3.1,1350,22,94.1,3,0,32,2,3,4.2,0,63.7,58.4,88.0,1
128701,20,Female,North Carolina,134601,3.58,831,26,92.0,4,3,69,2,4,2.8,2,77.9,80.9,54.4,1
649888,16,Female,California,111466,3.31,678,27,87.7,3,7,27,0,3,7.0,0,98.0,80.2,53.3,1
392047,16,Female,New York,266407,3.21,1024,31,82.3,2,6,165,1,2,3.1,4,73.5,66.7,100.0,1
552663,19,Female,Ohio,55726,3.12,1147,19,92.7,2,3,83,0,1,2.6,1,98.6,80.2,71.0,1
771635,16,Male,California,21595,3.98,1445,28,90.8,4,5,93,2,2,1.3,4,62.1,71.4,70.7,1
100048,22,Female,Ohio,60242,2.98,964,13,100.0,2,11,67,0,0,4.1,0,69.0,89.6,85.1,0
505149,17,Male,Georgia,37001,2.54,1393,33,89.2,1,1,36,2,0,3.4,1,76.7,56.0,79.8,1
626661,18,Female,Virginia,118669,3.51,929,24,94.8,4,4,87,2,1,0.9,2,78.6,71.1,75.7,1
770126,19,Female,Texas,31056,3.05,1007,26,98.9,7,4,117,1,0,7.4,6,90.0,81.4,100.0,1
849418,22,Female,Virginia,28693,3.68,917,32,86.7,2,3,157,1,2,4.9,6,77.1,66.8,71.6,1
352031,22,Female,Georgia,118779,3.02,911,23,97.0,5,5,140,1,2,7.4,0,92.2,84.3,70.6,0
153632,17,Female,New York,36462,2.17,975,20,89.4,0,2,75,4,1,6.8,4,61.3,83.0,100.0,0
80823,20,Male,Washington,59032,3.0,917,36,95.7,0,5,37,0,4,4.0,2,63.8,83.5,75.0,1
952225,21,Male,Illinois,25317,3.71,812,18,95.4,4,5,109,0,3,2.1,3,65.5,86.8,62.4,1
209749,19,Female,New York,34878,2.94,1016,36,97.2,2,4,54,2,3,4.1,1,82.0,66.1,62.4,1
806003,22,Female,Ohio,66712,2.46,1148,29,92.3,2,3,37,1,1,7.0,2,75.7,94.2,74.5,1
363024,17,Female,Texas,53546,4.0,925,7,100.0,3,3,96,1,4,5.1,2,62.8,83.8,66.9,1
482082,16,Male,Washington,116545,3.6,947,19,100.0,5,3,130,1,1,2.8,0,88.2,70.1,82.1,1
496515,18,Female,Illinois,45192,2.9,915,18,90.4,5,8,31,1,2,3.2,2,81.3,81.8,71.3,0
748830,17,Male,Florida,19570,3.25,1147,20,89.3,3,4,96,1,3,3.3,1,54.2,71.0,80.2,1
126166,19,Male,Virginia,56803,3.19,1208,21,95.4,4,8,79,0,3,3.5,1,81.1,79.3,48.7,1
538621,21,Female,California,26112,2.67,986,29,89.8,3,4,88,0,4,3.5,1,66.4,85.0,72.6,1
835641,17,Female,New York,52830,3.3,1223,22,87.9,1,3,89,0,6,5.3,3,95.6,83.5,78.7,1
342426,19,Female,Illinois,52718,3.28,957,28,91.5,5,5,37,0,1,7.0,1,74.6,91.1,58.7,1
704722,21,Female,Florida,56308,2.99,1152,16,99.0,4,3,66,1,3,5.7,2,74.8,63.0,71.6,1
541131,17,Male,North Carolina,138987,2.3,936,27,92.4,3,3,70,0,2,5.0,3,81.5,92.6,50.8,0
325524,19,Male,Texas,82496,2.49,1027,29,90.9,1,5,72,2,0,4.0,1,63.8,75.9,58.0,1
589204,16,Female,California,79887,3.6,1066,12,90.0,4,4,268,1,3,3.9,3,82.9,97.5,75.6,1
630503,18,Male,Texas,38449,3.31,1285,19,85.5,4,6,47,2,1,0.0,3,59.4,66.9,86.6,1
255119,20,Female,Virginia,122162,3.71,897,20,93.3,3,1,70,0,2,1.1,0,85.7,81.3,78.2,1
694041,19,Female,Illinois,18808,4.0,911,15,94.3,5,5,93,0,1,4.5,2,88.7,75.5,74.7,1
257054,22,Male,Washington,90016,4.0,1345,22,99.3,2,6,128,1,4,4.8,2,65.2,87.3,90.4,1
702612,21,Male,Georgia,22773,3.39,1195,26,95.4,2,0,84,1,3,4.1,3,85.0,58.7,64.2,1
401146,21,Male,California,76772,3.07,1414,32,91.3,3,6,54,0,1,3.1,2,75.7,63.7,76.8,1
597980,21,Female,Ohio,52056,3.09,676,19,89.7,2,5,55,2,2,0.0,5,90.1,72.8,81.7,1
666257,17,Male,Florida,29036,2.21,1128,27,95.4,4,4,126,1,1,6.0,1,65.4,67.1,74.7,0
694977,19,Female,New York,69259,3.41,911,21,90.3,4,2,143,0,0,3.9,0,93.3,89.6,86.4,1
898544,19,Female,Illinois,66099,3.65,959,35,91.7,2,5,127,0,2,5.6,1,64.1,83.9,83.1,1
141232,21,Female,Florida,70214,2.38,1548,23,92.5,2,2,76,2,1,2.0,6,78.1,87.9,58.4,0
528564,20,Male,Washington,74109,2.56,702,15,93.0,2,5,44,2,3,2.4,3,79.0,66.5,71.5,0
778943,19,Male,Ohio,38824,3.52,927,29,89.0,1,3,217,2,0,2.6,0,82.9,72.5,86.7,1
824593,20,Male,New York,100978,2.95,1116,21,97.8,3,0,69,1,1,4.7,1,70.4,74.9,92.0,1
17255,21,Female,Ohio,58103,2.65,1248,19,95.0,1,3,31,0,3,1.7,1,99.7,47.2,53.9,0
593761,22,Male,California,93511,2.35,829,16,96.1,3,4,49,3,2,4.4,1,68.1,100.0,58.0,0
973483,19,Male,Washington,51039,3.65,1257,30,99.9,1,2,77,0,2,2.2,1,76.5,70.6,73.0,1
730130,17,Male,Washington,50337,3.16,1468,25,100.0,6,5,84,1,0,3.5,3,77.4,90.6,70.3,1
549951,19,Female,New York,67777,4.0,1389,21,93.3,3,4,136,3,3,3.2,1,88.3,84.4,69.2,1
926558,17,Female,North Carolina,77411,2.75,931,20,93.7,3,5,164,0,1,4.7,3,61.2,73.1,73.7,1
102037,17,Female,New York,78776,2.35,1064,30,96.6,2,4,110,1,4,3.0,2,85.6,81.2,86.6,1
554011,19,Female,New York,105482,3.13,952,27,87.9,4,2,125,2,2,5.3,0,42.6,94.8,69.9,1
289696,20,Male,North Carolina,24236,2.57,1149,33,92.8,2,4,95,1,1,4.5,0,83.0,82.0,77.6,1
403982,16,Female,Texas,42117,2.92,1042,25,100.0,4,7,222,1,3,6.0,2,71.3,78.9,91.2,1
670175,22,Female,Washington,88567,2.81,947,19,90.9,3,4,106,1,3,5.5,4,98.2,61.0,72.4,1
57840,16,Female,Texas,135612,3.54,1174,19,94.0,6,3,93,2,2,3.9,2,79.7,83.5,99.5,1
67161,20,Male,Illinois,58836,3.14,1553,24,96.7,4,4,43,1,3,5.6,3,50.5,73.5,90.6,1
537553,20,Female,Washington,29082,4.0,997,24,100.0,5,5,72,0,1,3.5,2,67.1,87.1,63.6,1
322906,22,Female,California,175201,3.06,1166,20,82.2,4,6,203,3,0,6.6,2,74.0,70.7,63.2,1
475803,18,Female,Texas,19636,3.81,901,25,87.1,3,3,105,1,0,4.7,0,73.0,62.7,67.8,1
340251,21,Male,Florida,84088,4.0,858,34,90.5,1,4,162,1,1,5.9,1,67.2,78.9,76.1,1
